repository,file,ncloc,lines,functions,classes,statements,complexity,cognitive_complexity,duplicated_lines,duplicated_lines_density,duplicated_blocks,comment_lines,comment_lines_density,code_smells,sqale_index,sqale_debt_ratio,violations,blocker_violations,critical_violations,major_violations,minor_violations
NationalSecurityAgency/datawave,warehouse/ingest-core/src/main/java/datawave/ingest/mapreduce/job/reduce/AggregatingReducer.java,322,561,32,3,149,59,65,50,8.9,9,104,24.4,22,268,2.8,22,1,2,5,14
NationalSecurityAgency/datawave,warehouse/ingest-core/src/test/java/datawave/ingest/mapreduce/job/reduce/AggregatingReducerTest.java,209,264,22,6,117,23,,,,,0,0.0,27,211,3.4,27,,17,6,4
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/function/Aggregation.java,64,93,4,1,22,11,6,,,,4,5.9,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/common/grouping/Aggregator.java,17,81,8,1,1,1,,,,,24,58.5,1,10,2.0,1,,,,1
NationalSecurityAgency/datawave,warehouse/ingest-core/src/test/java/datawave/ingest/table/aggregator/AggregatorIntegrationTests.java,442,555,27,1,298,48,23,181,32.6,10,7,1.6,9,138,1.0,13,,5,3,5
NationalSecurityAgency/datawave,warehouse/ingest-core/src/test/resources/config/all-config.xml,48,66,,,,,,,,,6,11.1,,,,,,,,
NationalSecurityAgency/datawave,warehouse/ingest-wikipedia/src/test/resources/config/ingest/all-config.xml,48,65,,,,,,,,,5,9.4,,,,,,,,
NationalSecurityAgency/datawave,warehouse/ingest-json/src/test/resources/config/ingest/all-config.xml,48,65,,,,,,,,,5,9.4,,,,,,,,
NationalSecurityAgency/datawave,warehouse/ingest-nyctlc/src/test/resources/config/ingest/all-config.xml,48,65,,,,,,,,,5,9.4,,,,,,,,
NationalSecurityAgency/datawave,warehouse/ingest-csv/src/test/resources/config/ingest/all-config.xml,48,65,,,,,,,,,5,9.4,,,,,,,,
NationalSecurityAgency/datawave,warehouse/ingest-annotation/src/test/resources/config/all-config.xml,48,65,,,,,,,,,5,9.4,,,,,,,,
NationalSecurityAgency/datawave,warehouse/ingest-configuration/src/main/resources/config/all-config.xml,63,82,,,,,,,,,3,4.5,,,,,,,,
NationalSecurityAgency/datawave,core/utils/metadata-utils/src/main/java/datawave/query/util/AllFieldMetadataHelper.java,1060,1906,78,4,619,210,249,88,4.6,4,409,27.8,20,256,0.8,20,,5,6,8
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/transformer/annotation/model/AllHit.java,19,27,3,1,3,3,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/transformer/annotation/model/AllHits.java,48,62,7,1,11,9,3,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/transformer/annotation/AllHitsException.java,6,11,1,1,1,1,,,,,1,14.3,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/transformer/annotation/AllHitsFactory.java,159,270,14,2,85,40,36,,,,55,25.7,1,10,0.2,1,,,,1
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/transformer/annotation/AllHitsFactoryErrorOnly.java,19,28,2,1,2,2,,,,,1,5.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/transformer/annotation/AllHitsFactoryTest.java,308,399,23,1,203,30,1,66,16.5,4,11,3.4,1,10,0.1,1,,1,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/config/annotation/AllHitsQueryConfig.java,117,174,22,1,32,31,2,,,,9,7.1,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/transformer/annotation/model/AllHitsTest.java,42,67,5,1,8,6,,,,,7,14.3,1,5,0.4,1,,,1,
NationalSecurityAgency/datawave,microservices/starters/datawave/src/main/java/datawave/microservice/config/security/AllowedCallersFilter.java,68,83,3,1,25,11,14,,,,2,2.9,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/accumulo/service/src/test/java/datawave/microservice/accumulo/AllServicesDisabledTest.java,32,38,1,1,10,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/jexl/visitors/AllTermsIndexedVisitor.java,162,291,17,1,55,23,7,,,,65,28.6,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/jexl/visitors/AllTermsIndexedVisitorTest.java,145,181,25,1,53,25,,,,,2,1.4,,,,,,,,
NationalSecurityAgency/datawave,warehouse/age-off/src/test/resources/filter/alternate-child.xml,17,21,,,,,,,,,9,34.6,,,,,,,,
NationalSecurityAgency/datawave,warehouse/age-off/src/test/resources/filter/alternate-root.xml,16,17,,,,,,,,,6,27.3,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/test/java/datawave/microservice/querymetric/config/AlternateContentQueryMetricsIngestHelper.java,20,29,3,2,4,5,2,,,,0,0.0,1,5,0.8,1,,,1,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/test/java/datawave/microservice/querymetric/config/AlternateQueryMetric.java,25,35,5,1,6,5,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/test/java/datawave/microservice/querymetric/config/AlternateQueryMetricConfiguration.java,50,57,2,1,7,5,2,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/test/java/datawave/microservice/querymetric/AlternateQueryMetricTest.java,41,52,3,1,12,3,,,,,2,4.7,,,,,,,,
NationalSecurityAgency/datawave,microservices/services/query-metric/service/src/test/java/datawave/microservice/querymetric/config/AlternateShardTableQueryMetricHandler.java,37,44,3,1,9,5,2,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/utils/type-utils/src/main/java/datawave/data/normalizer/regex/visitor/AlternationDeduper.java,42,58,3,1,19,9,11,,,,8,16.0,,,,,,,,
NationalSecurityAgency/datawave,core/utils/type-utils/src/test/java/datawave/data/normalizer/regex/visitor/AlternationDeduperTest.java,33,43,5,1,13,5,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/utils/type-utils/src/main/java/datawave/data/normalizer/regex/AlternationNode.java,25,39,6,1,5,6,,,,,1,3.8,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/rules/AmbiguousNotRule.java,54,80,7,1,22,8,2,19,23.8,1,8,12.9,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/rules/AmbiguousNotRuleTest.java,65,119,11,1,23,11,,,,,13,16.7,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/lucene/visitors/AmbiguousNotVisitor.java,28,48,2,1,9,6,3,,,,9,24.3,1,10,1.2,1,1,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/lucene/visitors/AmbiguousNotVisitorTest.java,98,168,12,1,33,16,,,,,17,14.8,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/rules/AmbiguousOrPhrasesRule.java,67,96,8,2,22,10,4,46,47.9,2,11,14.1,1,5,0.2,1,,,1,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/rules/AmbiguousOrPhrasesRuleTest.java,97,188,17,1,41,17,,,,,22,18.5,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/lucene/visitors/AmbiguousUnfieldedTermsVisitor.java,168,282,11,2,89,42,92,,,,78,31.7,3,68,1.3,3,,2,1,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/lucene/visitors/AmbiguousUnfieldedTermsVisitorTest.java,162,272,20,1,70,23,1,,,,29,15.2,6,72,1.5,6,,6,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/rules/AmbiguousUnquotedPhrasesRule.java,64,88,8,2,22,10,4,45,51.1,2,5,7.2,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/rules/AmbiguousUnquotedPhrasesRuleTest.java,65,116,11,1,27,11,,,,,11,14.5,1,8,0.4,1,,1,,
NationalSecurityAgency/datawave,microservices/configcheck/src/main/java/datawave/microservice/configcheck/Analysis.java,80,104,18,1,27,25,4,,,,1,1.2,1,10,0.4,1,,,1,
NationalSecurityAgency/datawave,microservices/configcheck/src/main/java/datawave/microservice/configcheck/AnalysisComparator.java,120,142,5,1,76,40,42,,,,2,1.6,1,20,0.6,1,,1,,
NationalSecurityAgency/datawave,warehouse/metrics-core/src/main/java/datawave/metrics/iterators/AnalyticDataTypeFilter.java,17,23,1,1,4,1,1,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/metrics-core/src/main/java/datawave/metrics/keys/AnalyticEntryKey.java,42,55,9,1,13,9,1,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/metrics-core/src/main/java/datawave/metrics/iterators/AnalyticIngestTypeFilter.java,24,30,1,1,7,3,2,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/ancestor/AncestorChildExpansionIterator.java,177,303,16,2,83,37,27,,,,62,25.9,1,20,0.4,1,,,1,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/ancestor/AncestorChildExpansionIteratorTest.java,276,336,16,1,185,28,,189,56.3,30,4,1.4,15,105,1.3,15,,6,,9
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/index/lookup/AncestorCreateUidsIterator.java,8,13,1,1,2,1,,,,,1,11.1,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/function/AncestorEquality.java,11,30,1,1,3,2,1,,,,8,42.1,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/function/AncestorEqualityTest.java,55,67,8,1,22,8,,,,,0,0.0,1,16,1.0,1,,1,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/predicate/AncestorEventDataFilter.java,52,88,7,1,21,11,6,,,,11,17.5,2,50,3.2,2,1,,,1
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/ancestor/AncestorIndexBuildingVisitor.java,207,344,12,1,123,46,48,,,,61,22.8,3,45,0.7,3,,,3,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/ancestor/AncestorIndexIterator.java,43,62,5,2,17,11,7,,,,6,12.2,2,25,1.9,2,,1,1,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/ancestor/AncestorIndexIteratorBuilder.java,19,26,1,1,1,1,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/index/lookup/AncestorIndexStream.java,115,166,15,2,50,26,16,,,,13,10.2,3,15,0.4,3,,,3,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/ancestor/AncestorQueryIterator.java,249,345,18,2,99,57,69,85,24.6,3,36,12.6,2,23,0.3,2,,1,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/ancestor/AncestorQueryIteratorIT.java,31,52,5,2,8,5,,,,,5,13.9,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/ancestor/AncestorQueryIteratorTest.java,21,29,2,1,6,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/tables/AncestorQueryLogic.java,57,82,8,1,24,11,4,,,,7,10.9,2,50,2.9,2,1,,,1
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/ancestor/AncestorQueryPlanner.java,34,61,5,1,7,6,1,,,,12,26.1,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/function/AncestorRangeProvider.java,11,29,1,1,2,1,,,,,7,38.9,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/function/AncestorRangeProviderTest.java,63,86,3,1,37,3,,37,43.0,2,0,0.0,5,42,2.2,5,,5,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/ancestor/AncestorRangeStream.java,24,35,3,1,5,3,,,,,1,4.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/ancestor/AncestorUidIntersector.java,82,109,2,1,51,20,32,,,,8,8.9,1,14,0.6,1,,1,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/ancestor/AncestorUidIntersectorTest.java,206,268,15,1,134,15,,,,,0,0.0,8,138,2.2,8,,8,,
NationalSecurityAgency/datawave,core/utils/type-utils/src/main/java/datawave/data/normalizer/regex/visitor/AnchorTrimmer.java,21,30,3,1,6,4,1,,,,1,4.5,,,,,,,,
NationalSecurityAgency/datawave,core/utils/type-utils/src/test/java/datawave/data/normalizer/regex/visitor/AnchorTrimmerTest.java,41,52,6,1,16,7,2,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/iterator/logic/AndIterator.java,513,753,23,1,309,115,186,34,4.5,2,128,20.0,15,214,1.4,15,,4,7,4
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/iterator/builder/AndIteratorBuilder.java,25,35,4,1,6,5,1,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/iterator/logic/AndIteratorIT.java,226,319,18,1,144,34,17,,,,23,9.2,27,206,3.0,27,,3,24,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/iterator/logic/AndIteratorTest.java,260,334,19,1,193,20,1,106,31.7,9,4,1.5,1,5,0.1,1,,1,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/iterator/logic/AndIteratorYieldingIT.java,80,102,9,1,40,12,3,,,,6,7.0,3,12,0.5,3,,,2,1
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/iterator/logic/AndOrIteratorIT.java,611,853,40,1,440,68,31,197,23.1,20,51,7.7,72,598,3.3,72,,8,63,1
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/iterator/logic/AndOrIteratorTest.java,288,405,16,1,231,16,,92,22.7,8,15,5.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/iterator/logic/AndOrIteratorYieldingIT.java,170,286,18,1,106,24,6,,,,50,22.7,19,92,1.8,19,,,18,1
NationalSecurityAgency/datawave,warehouse/ingest-configuration/src/main/resources/config/annotation-ingest-config.xml,81,100,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,warehouse/ingest-configuration/src/main/resources/config/annotation-transform-config.xml,48,59,,,,,,,,,6,11.1,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/protobuf/v1/Annotation.java,1506,2527,163,3,803,341,249,1077,42.6,29,455,23.2,45,217,0.5,52,1,1,7,43
NationalSecurityAgency/datawave,core/annotation/src/test/java/datawave/annotation/test/v1/AnnotationAssertions.java,148,224,9,1,89,32,27,,,,35,19.1,2,15,0.3,2,,1,1,
NationalSecurityAgency/datawave,web-services/annotations/src/test/resources/annotationBeanRefContext.xml,19,22,,,,,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/test/java/datawave/annotation/util/v1/AnnotationBinarySerializationTest.java,63,94,2,1,22,4,2,,,,12,16.0,2,25,1.3,2,,,1,1
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/config/annotation/AnnotationConfig.java,57,79,12,1,16,16,2,,,,4,6.6,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/data/v1/AnnotationDataAccess.java,358,683,26,1,201,52,42,56,8.2,4,193,35.0,5,,,5,,,,
NationalSecurityAgency/datawave,core/annotation/src/test/java/datawave/annotation/data/v1/AnnotationDataAccessTest.java,395,543,25,1,241,35,13,,,,65,14.1,11,97,0.8,11,,6,4,
NationalSecurityAgency/datawave,warehouse/ingest-annotation/src/main/java/datawave/ingest/annotation/mapreduce/handler/AnnotationHelper.java,194,320,8,1,91,21,22,,,,50,20.5,11,143,2.5,11,,1,6,3
NationalSecurityAgency/datawave,warehouse/ingest-annotation/src/test/java/datawave/ingest/annotation/mapreduce/handler/AnnotationHelperTest.java,180,239,12,3,80,15,4,,,,10,5.3,12,111,2.1,13,,8,3,2
NationalSecurityAgency/datawave,warehouse/query-core/src/main/java/datawave/query/transformer/annotation/AnnotationHitsTransformer.java,482,698,21,2,268,102,114,,,,102,17.5,6,93,0.6,6,,4,1,1
NationalSecurityAgency/datawave,warehouse/query-core/src/test/java/datawave/query/transformer/annotation/AnnotationHitsTransformerTest.java,886,1193,58,1,582,65,11,440,36.9,33,19,2.1,29,717,2.7,29,,18,1,10
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/util/v1/AnnotationJsonUtils.java,49,112,7,1,20,7,,,,,32,39.5,1,5,0.3,1,,,1,
NationalSecurityAgency/datawave,core/annotation/src/test/java/datawave/annotation/util/v1/AnnotationJsonUtilsSegmentTest.java,111,141,6,1,32,8,,,,,11,9.0,3,6,0.2,3,,,,3
NationalSecurityAgency/datawave,core/annotation/src/test/java/datawave/annotation/util/v1/AnnotationJsonUtilsTest.java,127,140,4,1,16,4,,,,,2,1.6,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/protobuf/v1/AnnotationList.java,639,870,85,2,303,146,102,260,29.9,16,57,8.2,18,92,0.5,19,1,1,4,13
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/protobuf/v1/AnnotationListOrBuilder.java,11,49,7,1,0,0,,,,,11,50.0,,,,,,,,
NationalSecurityAgency/datawave,web-services/annotations/src/test/java/datawave/webservice/annotation/AnnotationLookupUUIDTest.java,200,244,14,1,70,22,18,27,11.1,2,6,2.9,3,25,0.4,3,,1,,1
NationalSecurityAgency/datawave,web-services/annotations/src/main/java/datawave/webservice/annotation/AnnotationManager.java,12,23,8,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,web-services/annotations/src/main/java/datawave/webservice/annotation/AnnotationManagerBean.java,587,783,25,2,304,86,93,160,20.4,13,81,12.1,14,64,0.4,14,,4,4,
NationalSecurityAgency/datawave,web-services/annotations/src/test/java/datawave/webservice/annotation/AnnotationManagerBeanFunctionalTest.java,654,835,44,1,321,45,3,16,1.9,1,59,8.3,29,344,1.8,29,,21,5,
NationalSecurityAgency/datawave,web-services/annotations/src/test/java/datawave/webservice/annotation/AnnotationManagerBeanRequestStateTest.java,96,149,6,1,42,7,3,16,10.7,1,19,16.5,5,96,3.3,5,,2,3,
NationalSecurityAgency/datawave,web-services/annotations/src/main/java/datawave/webservice/annotation/AnnotationManagerConfig.java,48,63,12,1,12,12,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,web-services/deploy/configuration/src/main/resources/datawave/annotation/AnnotationManagerFactory.xml,41,49,,,,,,,,,3,6.8,,,,,,,,
NationalSecurityAgency/datawave,web-services/annotations/src/test/resources/datawave/webservice/annotation/AnnotationManagerFactory.xml,38,44,,,,,,,,,2,5.0,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/protobuf/v1/AnnotationOrBuilder.java,33,273,28,1,0,0,,,,,112,77.2,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/data/AnnotationReadException.java,11,18,2,1,2,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/AnnotationRuntimeException.java,16,23,4,1,4,4,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/data/AnnotationSerializationException.java,10,14,2,1,2,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/data/AnnotationSerializer.java,5,8,2,1,0,0,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/protobuf/v1/AnnotationSource.java,1127,1827,133,4,575,256,138,672,36.8,22,287,20.3,34,172,0.5,39,1,,7,31
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/protobuf/v1/AnnotationSourceOrBuilder.java,29,217,23,1,0,0,,,,,84,74.3,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/util/v1/AnnotationStringUtils.java,16,22,3,1,3,3,,,,,1,5.9,1,5,1.0,1,,,1,
NationalSecurityAgency/datawave,core/annotation/src/test/java/datawave/annotation/test/v1/AnnotationTestDataUtil.java,231,289,13,1,132,30,23,,,,16,6.5,8,53,0.8,8,,3,5,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/data/transform/AnnotationTransformException.java,11,17,2,1,2,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/data/AnnotationUpdateException.java,11,18,2,1,2,2,,,,,0,0.0,,,,,,,,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/util/v1/AnnotationUtils.java,148,310,15,1,73,30,6,,,,93,38.6,1,5,0.1,1,,,1,
NationalSecurityAgency/datawave,core/annotation/src/main/java/datawave/annotation/protobuf/v1/AnnotationV1.java,130,142,4,1,30,4,,,,,2,1.5,4,32,0.8,4,,3,1,
